Date,Open,High,Low,Close,Adj Close,Volume,commodity,year,month,day
2014-11-09,18.885,18.9,18.533001000000002,18.533001000000002,18.533001000000002,96.0,2,2014,11,9
2014-12-09,18.620001000000002,18.65,18.465,18.546,18.546,121.0,2,2014,12,9
2014-09-14,18.620001000000002,18.65,18.465,18.555999999999997,18.555999999999997,121.0,2,2014,9,14
2014-09-15,18.615,18.635,18.5,18.555999999999997,18.555999999999997,51.0,2,2014,9,15
2014-09-16,18.594998999999998,18.690001000000002,18.59,18.656,18.656,414.0,2,2014,9,16
2014-09-17,18.6,18.684998999999998,18.469998999999998,18.663,18.663,45.0,2,2014,9,17
2014-09-18,18.475,18.525,18.32,18.452,18.452,36.0,2,2014,9,18
2014-09-19,18.295,18.295,17.781,17.781,17.781,84.0,2,2014,9,19
2014-09-21,18.295,18.295,17.781,17.698999,17.698999,84.0,2,2014,9,21
2014-09-22,17.700001,17.715,17.52,17.698999,17.698999,197.0,2,2014,9,22
2014-09-23,17.735001,17.735001,17.674999,17.712999,17.712999,103.0,2,2014,9,23
2014-09-24,17.59,17.643,17.57,17.643,17.643,35.0,2,2014,9,24
2014-09-25,17.504998999999998,17.540001,17.355,17.379,17.379,94.0,2,2014,9,25
2014-09-26,17.476999,17.476999,17.476999,17.476999,17.476999,72.0,2,2014,9,26
2014-09-28,17.476999,17.476999,17.476999,17.516001,17.516001,72.0,2,2014,9,28
2014-09-29,17.504998999999998,17.530001000000002,17.41,17.516001,17.516001,232.0,2,2014,9,29
2014-09-30,17.42,17.455,16.870001000000002,17.006001,17.006001,53.0,2,2014,9,30
2014-01-10,16.950001,17.219998999999998,16.950001,17.209999,17.209999,13.0,2,2014,1,10
2014-02-10,17.184998999999998,17.184998999999998,17.0,17.000999,17.000999,7.0,2,2014,2,10
2014-03-10,17.1,17.1,16.780001000000002,16.780001000000002,16.780001000000002,180.0,2,2014,3,10
2014-05-10,17.1,17.1,16.780001000000002,17.18,17.18,180.0,2,2014,5,10
2014-06-10,17.030001000000002,17.18,17.030001000000002,17.18,17.18,17.0,2,2014,6,10
2014-07-10,17.1,17.191,17.075001,17.191,17.191,161.0,2,2014,7,10
2014-08-10,17.360001,17.360001,17.014999,17.014999,17.014999,75.0,2,2014,8,10
2014-09-10,17.6,17.6,17.367001000000002,17.367001000000002,17.367001000000002,16.0,2,2014,9,10
